amt,zip,lat,long,city_pop,unix_time,merch_lat,merch_long,is_fraud,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel,gender_M
327.0,73754,36.385,-98.0727,1078,1325376649,36.384092,-99.048472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
341.67,47838,38.9763,-87.3667,4081,1325376658,38.674491,-88.305767,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
63.07,16421,42.1767,-79.9416,2518,1325376674,41.430274,-79.492553,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44.71,7208,40.6747,-74.2239,124967,1325376754,40.079588,-74.84808699999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
57.34,1844,42.728,-71.181,47249,1325376788,42.26876,-71.217297,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
50.79,52572,40.6866,-92.6833,1132,1325376877,40.18893,-91.955115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
46.28,7060,40.6152,-74.415,71485,1325377036,40.021888,-74.228188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9.55,76857,31.9571,-98.9656,1791,1325377060,31.62635,-98.610225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.95,53186,42.9993,-88.2196,95015,1325377086,43.375041,-89.055065,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2.55,27807,35.8072,-78.0892,6629,1325377087,36.74987,-78.67787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64.09,48174,42.2203,-83.3583,31515,1325377215,42.360426,-83.552316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6.85,83120,43.0172,-111.0292,471,1325377292,43.753735,-111.454923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
90.22,96727,20.0827,-155.488,4878,1325377326,19.560013,-156.045889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4.02,69201,42.8062,-100.6215,4005,1325377338,42.47559,-101.265846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3.66,97492,43.7575,-122.481,597,1325377356,44.278191,-121.815161,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82.8,38079,36.3846,-89.4649,5577,1325377359,36.294205,-89.81128199999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66.21,49879,46.368,-87.9938,1038,1325377364,46.412038,-88.516663,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25.58,70808,30.4066,-91.1468,378909,1325377421,29.737426,-90.853194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.03,20012,38.9757,-77.0282,601723,1325377438,38.880898,-76.44111600000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
99.0,40914,37.1046,-83.5706,467,1325377546,36.823545,-83.90104000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
207.36,11710,40.6729,-73.5365,34496,1325377582,40.202538,-73.859212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
181.35,39073,32.153,-90.1217,19685,1325377665,31.939812,-90.726209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82.22,18103,40.5891,-75.4645,166081,1325377676,40.586238,-75.802249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
221.81,11955,40.8095,-72.8229,3285,1325377751,40.011959,-72.594808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53.6,66941,39.7562,-98.4462,242,1325377849,40.332519,-99.062962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54.02,12037,42.3496,-73.5873,4015,1325377861,42.041783,-73.076424,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102.13,84540,38.9999,-109.615,46,1325377911,39.807313,-109.348294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
212.75,67851,37.9931,-100.9893,2691,1325377935,38.862183,-101.234087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
130.4,53153,42.9385,-88.395,2328,1325377935,42.236269,-88.397336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91.16,78040,27.5155,-99.4986,248858,1325377967,27.588953000000004,-99.816911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
55.78,35747,34.4959,-86.259,5901,1325378031,35.255978000000006,-86.041872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
83.07,98238,48.34,-122.3456,85,1325378050,48.682111,-122.719904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4.38,47863,39.5803,-87.4616,205,1325378172,39.681736,-88.323862,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130.89,38778,33.5567,-90.5451,1686,1325378218,33.595647,-90.234118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103.0,72047,35.2087,-92.2123,969,1325378238,35.034285,-92.34301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.82,73564,34.847,-98.9836,551,1325378362,34.852665,-98.90267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60.77,49775,45.7549,-84.447,95,1325378377,45.323099,-85.11654300000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
122.86,75210,32.7699,-96.743,1263321,1325378383,32.282224,-97.46183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
212.45,32565,30.8985,-87.1332,5719,1325378444,31.414174,-87.138632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.33,14120,43.0498,-78.851,45100,1325378448,43.1763,-77.901777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70.53,97813,45.8289,-118.4971,1302,1325378450,46.043252,-117.962133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
58.26,21619,38.9583,-76.2842,5848,1325378458,39.240962,-76.71273199999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
50.45,50073,41.8114,-93.4855,1195,1325378503,41.776673,-93.350689,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
177.57,84540,38.9999,-109.615,46,1325378505,38.419431,-109.380252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.57,31563,31.6489,-82.1982,1324,1325378546,32.023302,-82.58345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56.66,49613,44.5232,-86.2061,680,1325378618,44.00529,-86.25199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
75.34,20882,39.2335,-77.1458,135332,1325378660,38.817293,-77.83346800000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62.54,4287,44.0575,-69.9656,3224,1325378683,43.585423,-70.449359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
92.84,59448,48.2777,-112.8456,743,1325378713,49.080153,-113.53238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.76,95148,37.3304,-121.7913,973849,1325378778,37.548452000000005,-121.536454,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101.35,49826,46.3481,-87.0436,137,1325378875,46.796891,-86.331091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
303.47,40820,36.7558,-83.1838,581,1325378889,36.394203000000005,-82.51428299999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83.52,68869,41.0233,-98.9041,2202,1325378965,40.992141,-98.831582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9.97,67584,38.6411,-100.138,269,1325378971,38.075226,-99.138453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16.16,15484,39.8936,-79.7856,328,1325379053,39.222743,-78.839099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59.56,34112,26.1184,-81.7361,276002,1325379177,25.801181,-82.351291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
57.23,72165,35.5762,-91.4539,111,1325379305,36.144895,-92.188172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
317.14,86018,35.2563,-111.95,759,1325379372,35.268124,-112.682895,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
127.88,47110,38.097,-86.1723,350,1325379404,38.860981,-86.77339599999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113.4,82514,43.0048,-108.8964,1645,1325379419,42.868965,-108.50335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
94.53,22719,38.5095,-78.2638,395,1325379437,37.84676,-79.262334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.82,39825,30.9788,-84.7373,1461,1325379450,31.973466,-84.244731,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
75.77,1545,42.2848,-71.7205,35299,1325379482,42.889256,-71.88810699999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108.59,56117,43.5336,-95.6515,399,1325379533,44.51103,-95.934394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48.68,16048,41.0472,-79.8089,139,1325379565,40.237898,-79.89407299999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72.35,43985,40.0113,-80.9701,128,1325379619,39.308098,-81.698525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
218.71,80120,39.5994,-105.0044,320420,1325379648,39.335171,-104.102882,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52.59,5461,44.3346,-73.098,4542,1325379708,45.084808,-73.626071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89.11,64659,39.7795,-93.3014,964,1325379736,40.773306,-92.821257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
89.35,49628,44.5995,-86.2141,372,1325379773,44.630758,-87.12389399999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50.68,84532,38.5677,-109.5271,9772,1325379888,38.482541,-108.853856,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
64.47,16048,41.0472,-79.8089,139,1325379966,40.068764,-79.826882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63.58,44412,41.0935,-81.0425,2644,1325379982,41.8136,-81.23076999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81.85,29819,34.0326,-82.2027,1523,1325380111,33.828472999999995,-81.642924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59.7,23860,37.2876,-77.295,31970,1325380162,36.962777,-77.640054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90.54,90250,33.9143,-118.3493,93193,1325380181,32.990285,-117.836803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50.57,20895,39.0298,-77.0793,19054,1325380197,38.394608000000005,-76.437916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.79,7060,40.6152,-74.415,71485,1325380197,40.813669,-75.283465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54.54,89319,39.3426,-114.8859,450,1325380216,38.69322,-115.87599,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3.35,51521,41.4768,-95.3509,2036,1325380262,41.907592,-95.809232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50.61,52768,41.6858,-90.3706,1426,1325380451,41.027284,-89.416172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50.74,75092,33.6372,-96.6184,46563,1325380451,34.266941,-96.709668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186.73,33470,26.7383,-80.27600000000001,26551,1325380495,27.610009,-79.49811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39.95,71762,33.3398,-92.7442,2501,1325380501,33.651123,-91.902918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
55.18,33470,26.7383,-80.27600000000001,26551,1325380612,27.346033,-80.475563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92.99,15324,40.1008,-80.0652,632,1325380664,40.706082,-80.366274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43.02,15056,40.5662,-80.2099,1140,1325380690,41.419964,-79.957263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
51.33,82227,42.73,-104.7024,241,1325380742,42.508248,-105.34481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47.85,11978,40.8295,-72.6473,3255,1325380753,40.712685,-72.124522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.23,10162,40.7699,-73.9511,1577385,1325380850,41.395142,-74.887524,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80.36,56548,47.3551,-96.798,771,1325380910,46.60956,-96.630804,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.36,7711,40.2367,-74.0067,1533,1325380934,39.926556,-73.774415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
226.33,93529,37.7773,-119.0825,633,1325380976,36.819789,-119.670559,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
215.99,97476,42.825,-124.4409,217,1325380980,42.988724,-123.904978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.47,68950,40.4542,-98.6538,331,1325380997,41.14486,-99.38762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.83,36009,31.571,-86.2743,2566,1325381006,31.798954,-86.213243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.04,1612,42.3066,-71.9202,4845,1325381018,41.948237,-71.668538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122.05,68881,41.4193,-99.3844,73,1325381030,41.609064,-99.650276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106.19,22853,38.6476,-78.7717,4367,1325381126,38.336898,-79.568795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
129.09,15432,40.1151,-79.8627,427,1325381163,40.92927,-79.548333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.06,23860,37.2876,-77.295,31970,1325381302,37.426207,-76.502881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.71,73027,35.8985,-97.2607,1493,1325381304,36.694647,-97.517515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45.77,42701,37.6848,-85.8784,48194,1325381421,36.687137,-85.278013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
61.0,13342,42.6315,-75.1866,165,1325381446,43.123814,-75.05216899999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38.7,51632,40.7491,-95.038,7297,1325381502,39.880088,-94.193907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
98.24,39653,31.4285,-90.8578,2799,1325381513,30.906565000000004,-90.486622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.66,61454,40.6761,-91.0391,725,1325381548,40.7433,-90.088705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34.11,70531,30.251,-92.5002,1261,1325381551,30.474879,-91.588063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
134.66,13615,44.0577,-76.0196,1271,1325381557,43.994486,-75.60383900000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55.6,50073,41.8114,-93.4855,1195,1325381631,41.081282,-92.85909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58.79,13615,44.0577,-76.0196,1271,1325381632,44.015435,-76.027125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57.43,11978,40.8295,-72.6473,3255,1325381650,41.669034,-73.27160500000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83.81,23937,36.9688,-78.5615,1970,1325381665,36.822396000000005,-78.452392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27.03,63021,38.577,-90.5255,92608,1325381665,38.984909,-90.842219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23.8,95537,40.7268,-124.2174,276,1325381766,40.110823,-124.429537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.74,33417,26.7197,-80.1248,459921,1325381808,26.192035,-80.03285699999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.07,12992,44.797,-73.5112,4778,1325381814,44.070021,-73.68845400000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
64.72,24266,36.8809,-82.0956,9521,1325381826,36.265214,-81.891953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92.56,36749,32.5104,-86.8138,1089,1325381826,33.347838,-86.819795,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113.19,13615,44.0577,-76.0196,1271,1325381840,44.465636,-75.525258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
187.27,22015,38.7894,-77.2818,43102,1325381911,38.301944,-76.507232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
68.24,50595,42.4657,-93.8262,9165,1325381944,42.699989,-93.883915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
636.41,66070,39.2136,-95.4404,2661,1325382082,39.936995,-94.604311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
500.92,29817,33.3645,-81.2718,4913,1325382084,34.3281,-81.727628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.1,96038,41.6125,-122.5258,589,1325382099,41.096733,-122.623454,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
69.54,24236,36.6403,-81.7776,3085,1325382165,35.906566,-82.096532,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
84.23,67851,37.9931,-100.9893,2691,1325382183,37.814677,-101.502441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117.77,31561,31.1989,-81.3322,298,1325382239,31.167024,-80.801294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5.61,79548,33.0771,-99.959,932,1325382292,32.715671,-100.074321,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71.74,12093,42.4999,-74.6117,1666,1325382292,43.392165000000006,-75.505542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
75.76,35811,34.7789,-86.5438,190178,1325382321,33.816815000000005,-86.429446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
83.1,44233,41.2419,-81.7453,7646,1325382368,42.206551,-81.59184499999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32.82,3601,43.196000000000005,-72.3001,477,1325382400,42.348367,-72.68946700000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
57.5,13316,43.3392,-75.7543,6460,1325382420,42.740793,-74.959902,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53.87,42171,37.0581,-86.1938,6841,1325382429,36.784818,-86.36912199999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47.1,20012,38.9757,-77.0282,601723,1325382546,38.863724,-77.122748,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
184.83,67851,37.9931,-100.9893,2691,1325382575,37.392254,-101.332313,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56.35,19149,40.0369,-75.0664,1526206,1325382577,39.220115,-74.711564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55.81,62668,39.5723,-90.2379,1512,1325382626,39.575819,-90.149623,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
67.91,95537,40.7268,-124.2174,276,1325382631,41.137569,-123.63216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75.82,32935,28.1384,-80.6524,139650,1325382820,28.802621,-80.313624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
123.14,70531,30.251,-92.5002,1261,1325382886,31.021036,-92.90296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8.34,14522,43.0622,-77.2218,9565,1325383009,42.624988,-76.508987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
14.03,18433,41.5744,-75.5881,6508,1325383011,40.868184,-76.283066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.46,14711,42.32,-78.0943,1766,1325383100,42.817788,-77.47053199999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10.26,11796,40.732,-73.1,4056,1325383163,40.711398,-73.523504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.67,39769,33.357,-89.0473,1923,1325383205,33.663412,-89.613292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.95,51453,42.2619,-94.5566,695,1325383211,42.658626,-94.486224,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51.6,22213,38.8954,-77.1633,207410,1325383243,38.197108,-77.644807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
204.72,55128,44.9913,-92.9487,753116,1325383267,44.156171,-92.805728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4.47,30426,33.0437,-81.7106,1100,1325383296,32.826449,-82.00013100000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.08,7022,40.817,-74.0,13835,1325383311,40.148746,-74.840312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
145.75,14425,42.958,-77.3083,10717,1325383324,42.446162,-78.048599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56.34,75662,32.3836,-94.8653,24536,1325383343,32.044628,-94.761666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.8,31329,32.3697,-81.3618,9034,1325383373,31.648009,-80.60297299999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
63.39,72354,35.6069,-90.3359,2470,1325383428,34.798873,-89.494405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8.29,75661,32.6205,-94.2,2807,1325383481,33.193514,-93.437407,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78.13,63353,39.4336,-91.0664,4593,1325383616,40.247129,-91.699005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
52.67,64114,38.9621,-94.5959,545147,1325383693,39.662816,-93.712244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.11,83643,44.6255,-116.4493,129,1325383728,44.710102,-117.229968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5.27,10970,41.1901,-74.0436,9993,1325383812,41.788775,-74.471154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.42,68881,41.4193,-99.3844,73,1325383927,40.790587,-99.011834,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104.08,82936,41.0552,-110.1603,49,1325383968,41.677942,-110.829354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.63,34953,27.2625,-80.3793,181438,1325383972,26.456712,-79.74492099999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.98,64019,38.7897,-93.8702,2368,1325383996,38.995701,-93.569356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192.82,80951,38.8881,-104.6556,525713,1325384043,39.299824,-103.854765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34.76,66020,39.3391,-95.0999,1442,1325384081,38.78936,-95.405907,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.5,29170,33.9568,-81.1405,52126,1325384207,34.099428,-81.916669,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182.1,41056,38.6207,-83.8067,14228,1325384207,39.499829,-83.26249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78.43,51521,41.4768,-95.3509,2036,1325384266,42.465418,-95.211895,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76.37,49440,43.2326,-86.2492,128715,1325384432,44.036016,-86.754147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.37,90250,33.9143,-118.3493,93193,1325384448,34.108257,-117.549012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
28.37,29455,32.8357,-79.8217,20478,1325384456,33.791152000000004,-80.788125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.82,70003,29.9975,-90.2146,137067,1325384464,29.471413,-91.074361,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41.01,96103,39.8127,-120.6405,1725,1325384503,39.949197,-119.792299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70.56,23666,37.0462,-76.4096,136895,1325384551,37.005252,-76.395765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57.64,72583,36.3924,-91.9932,1679,1325384566,36.502461,-92.210445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119.47,45879,41.141000000000005,-84.5722,6284,1325384574,41.746779,-84.601964,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
117.29,39665,31.6453,-90.1801,1196,1325384617,32.035674,-89.835532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
65.05,52217,42.0789,-92.3763,590,1325384621,41.388862,-91.844621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61.99,89512,39.5483,-119.7957,276896,1325384774,38.573952,-120.084189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49.53,83120,43.0172,-111.0292,471,1325384776,43.038723,-111.821595,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
54.47,1844,42.728,-71.181,47249,1325384878,42.114749,-70.460861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.05,2630,41.6983,-70.3001,1850,1325384904,41.767862,-69.37527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
157.07,63829,36.0434,-90.2907,1120,1325384931,35.632995,-89.589641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
59.19,46346,41.4802,-86.6919,1423,1325384965,41.537215,-86.095249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13.67,64114,38.9621,-94.5959,545147,1325385066,38.058492,-94.687196,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57.57,85020,33.5623,-112.0559,1312922,1325385146,32.635757,-112.19588600000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
