amt,zip,lat,long,city_pop,unix_time,merch_lat,merch_long,is_fraud,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel,gender_M
14.37,99783,64.7556,-165.6723,145,1325638683,65.65414200000001,-164.722603,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
316.93,15665,40.3359,-79.6607,1472,1325643224,39.528505,-80.23307700000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
327.68,15665,40.3359,-79.6607,1472,1325645837,40.236755,-80.30996800000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
966.11,99783,64.7556,-165.6723,145,1325689598,65.468863,-165.473127,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
795.22,15665,40.3359,-79.6607,1472,1325690417,40.352547,-79.327751,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1015.8,15665,40.3359,-79.6607,1472,1325692125,40.306614,-79.961163,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
722.18,15665,40.3359,-79.6607,1472,1325715009,40.346282,-79.59966999999999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
898.81,15665,40.3359,-79.6607,1472,1325715247,41.126312,-80.513488,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1001.63,15665,40.3359,-79.6607,1472,1325715764,39.911297,-80.626808,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49.61,99783,64.7556,-165.6723,145,1325716624,65.347667,-165.91454199999998,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
295.26,99783,64.7556,-165.6723,145,1325718388,64.445035,-166.080207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1099.99,15665,40.3359,-79.6607,1472,1325720696,40.578351,-79.72757800000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18.17,99783,64.7556,-165.6723,145,1325721549,65.44709399999999,-165.446843,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20.45,99783,64.7556,-165.6723,145,1325733335,64.088838,-165.10407800000002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18.19,99783,64.7556,-165.6723,145,1325733689,63.917785,-165.827621,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
367.29,64630,40.029,-93.1607,602,1325763083,39.167065,-93.705245,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
768.15,99783,64.7556,-165.6723,145,1325786598,64.623325,-166.403973,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
849.49,99783,64.7556,-165.6723,145,1325800954,65.266065,-164.865352,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1177.79,64630,40.029,-93.1607,602,1325801150,39.288305,-92.476947,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
307.09,99783,64.7556,-165.6723,145,1325801545,64.909145,-164.71208700000005,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4.58,99783,64.7556,-165.6723,145,1325801932,65.052892,-166.067029,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
730.78,99783,64.7556,-165.6723,145,1325802748,65.233866,-166.550779,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1006.4,99783,64.7556,-165.6723,145,1325802835,65.220316,-165.005725,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
830.72,99783,64.7556,-165.6723,145,1325803095,65.710538,-165.98611699999998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
311.92,99783,64.7556,-165.6723,145,1325805459,64.79500999999999,-165.670735,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
762.93,64630,40.029,-93.1607,602,1325805984,40.205262,-93.499211,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
855.88,64630,40.029,-93.1607,602,1325875167,40.786018,-93.301092,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
909.29,64630,40.029,-93.1607,602,1325892837,40.977312,-93.55098,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300.14,71832,34.0442,-94.3386,11253,1325910888,33.205504,-93.710845,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
967.92,71832,34.0442,-94.3386,11253,1325975585,34.371875,-93.649208,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
270.01,71832,34.0442,-94.3386,11253,1325979867,34.535738,-94.524795,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
289.69,71832,34.0442,-94.3386,11253,1325980713,34.90683,-94.7085,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
311.83,45638,38.5294,-82.6654,21635,1325981012,37.786479,-83.50659,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
283.19,45638,38.5294,-82.6654,21635,1325982417,38.445375,-82.410087,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15.82,23106,37.7184,-77.186,976,1325985799,38.032519,-77.88831,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
296.32,71832,34.0442,-94.3386,11253,1325985951,34.776591,-94.138256,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
334.28,23106,37.7184,-77.186,976,1325986575,37.751241,-78.15634,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
664.73,13755,42.0716,-75.0152,1228,1325987429,41.124211,-75.954718,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.79,71832,34.0442,-94.3386,11253,1325988541,35.042148,-94.430423,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
301.55,71832,34.0442,-94.3386,11253,1325989794,34.081708,-94.914201,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
327.26,23106,37.7184,-77.186,976,1325990014,36.985656,-76.563765,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1127.56,13755,42.0716,-75.0152,1228,1325991611,41.324955,-75.497389,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
276.41,45638,38.5294,-82.6654,21635,1325991966,37.601116,-83.040523,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
722.92,13755,42.0716,-75.0152,1228,1325993838,41.763302,-75.411206,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.33,23106,37.7184,-77.186,976,1325995364,37.158814,-77.68378299999999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333.09,13755,42.0716,-75.0152,1228,1325996773,42.908018,-75.716922,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
291.51,45638,38.5294,-82.6654,21635,1326022864,39.426472,-83.495305,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
564.57,13755,42.0716,-75.0152,1228,1326038825,42.857025,-74.85479000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929.28,13755,42.0716,-75.0152,1228,1326061094,42.996841,-74.70223399999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
848.32,23106,37.7184,-77.186,976,1326061672,36.89666,-77.907818,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1003.72,71832,34.0442,-94.3386,11253,1326061723,33.576316,-95.062682,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1131.66,45638,38.5294,-82.6654,21635,1326062194,38.186537,-82.315761,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
959.59,45638,38.5294,-82.6654,21635,1326062896,37.735337,-82.210806,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
388.02,71832,34.0442,-94.3386,11253,1326063932,33.89745,-95.330061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1050.01,45638,38.5294,-82.6654,21635,1326064952,39.060309,-81.73788499999999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
996.93,45638,38.5294,-82.6654,21635,1326065853,37.786024,-81.92846899999999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1030.43,23106,37.7184,-77.186,976,1326066861,37.047639,-77.100192,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
937.47,45638,38.5294,-82.6654,21635,1326067094,38.430689,-82.344224,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
623.43,45638,38.5294,-82.6654,21635,1326068556,39.18755,-82.342372,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
346.69,13755,42.0716,-75.0152,1228,1326069176,41.300248,-74.022048,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
337.06,34120,26.3304,-81.5871,276002,1326072387,26.137097,-82.46351899999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.86,57340,43.7588,-97.8712,355,1326074366,42.903425,-97.212673,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
847.72,13755,42.0716,-75.0152,1228,1326074677,42.006549,-74.340631,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
897.67,45638,38.5294,-82.6654,21635,1326075612,38.842504,-82.041428,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
305.6,34120,26.3304,-81.5871,276002,1326077549,25.679503,-81.025904,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
301.33,34120,26.3304,-81.5871,276002,1326079567,26.781286,-81.183791,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
701.88,13755,42.0716,-75.0152,1228,1326083954,41.456892,-75.169086,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
303.14,34120,26.3304,-81.5871,276002,1326105529,25.733667,-80.851187,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
749.94,45638,38.5294,-82.6654,21635,1326121496,37.983548,-82.934619,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1006.34,57340,43.7588,-97.8712,355,1326122490,44.40235,-97.844503,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1104.38,23106,37.7184,-77.186,976,1326146453,38.474297,-77.332194,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1044.81,34120,26.3304,-81.5871,276002,1326146546,27.141015000000003,-81.073981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
937.57,23106,37.7184,-77.186,976,1326146568,38.193305,-77.665911,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
918.69,23106,37.7184,-77.186,976,1326147806,38.664701,-77.143946,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.53,23106,37.7184,-77.186,976,1326147830,37.988194,-77.332289,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
835.36,34120,26.3304,-81.5871,276002,1326147889,26.855446,-82.54817800000001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95.94,13755,42.0716,-75.0152,1228,1326148553,41.834424,-75.35199899999999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9.91,45638,38.5294,-82.6654,21635,1326149904,39.080891,-83.365176,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1148.15,23106,37.7184,-77.186,976,1326150246,38.167926,-76.304748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
945.56,34120,26.3304,-81.5871,276002,1326150607,26.393314,-81.335932,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.24,13755,42.0716,-75.0152,1228,1326152907,42.98702,-75.53230400000001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
325.38,34120,26.3304,-81.5871,276002,1326156193,26.051604,-81.18227399999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.45,34120,26.3304,-81.5871,276002,1326164138,25.568094,-80.79047,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311.47,57340,43.7588,-97.8712,355,1326166762,43.641251,-97.794037,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1161.58,34120,26.3304,-81.5871,276002,1326233689,25.919818,-82.500661,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
685.63,34120,26.3304,-81.5871,276002,1326235279,26.684146,-80.7145,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
344.01,57340,43.7588,-97.8712,355,1326238636,42.962551,-98.698146,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
831.16,4555,44.0943,-69.4828,1643,1326241869,43.120648,-69.64181500000001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
299.98,16421,42.1767,-79.9416,2518,1326243425,41.339602,-79.518084,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
353.06,4555,44.0943,-69.4828,1643,1326243892,43.280956,-69.003587,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
846.52,4555,44.0943,-69.4828,1643,1326245412,43.427383,-69.40929200000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334.85,4555,44.0943,-69.4828,1643,1326247531,44.09771,-70.421591,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.18,16421,42.1767,-79.9416,2518,1326250015,42.494263,-78.989471,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1008.39,4555,44.0943,-69.4828,1643,1326250927,43.65373,-69.31846800000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.15,4555,44.0943,-69.4828,1643,1326252313,43.20773,-69.566556,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11.48,16421,42.1767,-79.9416,2518,1326267748,42.623706,-80.160534,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
830.58,4555,44.0943,-69.4828,1643,1326267974,43.751528,-68.67704300000001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.13,4555,44.0943,-69.4828,1643,1326296687,43.826314,-70.183403,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.51,4555,44.0943,-69.4828,1643,1326309652,43.928975,-70.04507,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
992.1,16421,42.1767,-79.9416,2518,1326320075,42.628669,-80.041709,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
882.9,16421,42.1767,-79.9416,2518,1326323078,41.430918,-79.057781,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
24.78,4555,44.0943,-69.4828,1643,1326323953,45.047977,-69.949649,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1001.51,16421,42.1767,-79.9416,2518,1326326148,41.430031,-79.673705,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11.73,16314,41.5205,-80.0573,5507,1326329941,41.947427000000005,-79.79626400000001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7.04,68869,41.0233,-98.9041,2202,1326332786,40.287778,-98.570998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
288.41,16421,42.1767,-79.9416,2518,1326333233,42.72627,-79.387428,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
298.99,16421,42.1767,-79.9416,2518,1326334284,42.099894,-79.267718,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
368.43,4555,44.0943,-69.4828,1643,1326338677,45.027193,-69.57003399999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328.68,16314,41.5205,-80.0573,5507,1326340087,42.148618,-79.398595,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
303.58,12460,42.4069,-74.1528,277,1326353718,43.245743,-73.83564100000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
644.4,68869,41.0233,-98.9041,2202,1326382606,40.834742,-99.895337,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
120.58,16314,41.5205,-80.0573,5507,1326383170,42.470024,-80.126576,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1081.35,16314,41.5205,-80.0573,5507,1326398039,42.455406,-79.52164,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
843.44,16421,42.1767,-79.9416,2518,1326405764,42.665706,-80.06485699999999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20.58,4555,44.0943,-69.4828,1643,1326407841,44.513965,-69.755144,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
776.7,16314,41.5205,-80.0573,5507,1326408245,40.680209000000005,-79.099101,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
728.36,16421,42.1767,-79.9416,2518,1326408493,41.2617,-79.253511,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
784.77,68869,41.0233,-98.9041,2202,1326409754,40.341318,-99.045651,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
264.35,4555,44.0943,-69.4828,1643,1326409973,43.587502,-69.087141,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
278.32,12460,42.4069,-74.1528,277,1326410654,43.045176,-73.21257299999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
696.76,16421,42.1767,-79.9416,2518,1326411145,42.280156,-79.500383,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
119.72,4555,44.0943,-69.4828,1643,1326411864,44.98224,-70.24853,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
741.88,12460,42.4069,-74.1528,277,1326412288,42.342886,-73.446027,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1116.8,68869,41.0233,-98.9041,2202,1326412620,41.192006,-99.230584,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
320.6,68869,41.0233,-98.9041,2202,1326413666,41.867565,-99.096279,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
952.08,36617,30.7145,-88.0918,270712,1326415744,30.803533,-88.14011500000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1060.34,36617,30.7145,-88.0918,270712,1326418267,31.602312,-88.685518,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.42,12460,42.4069,-74.1528,277,1326418525,41.422777,-74.859228,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
276.8,68869,41.0233,-98.9041,2202,1326419944,41.700959000000005,-98.207349,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
336.2,68869,41.0233,-98.9041,2202,1326421007,41.965421,-98.334757,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
303.03,12460,42.4069,-74.1528,277,1326422946,41.514476,-74.971581,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
308.84,16314,41.5205,-80.0573,5507,1326439582,42.194299,-80.572425,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19.19,36617,30.7145,-88.0918,270712,1326461527,30.917934,-88.582726,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1033.78,16314,41.5205,-80.0573,5507,1326474106,41.609588,-80.17312700000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
994.92,95148,37.3304,-121.7913,973849,1326489028,38.075623,-122.14827,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
859.46,16314,41.5205,-80.0573,5507,1326492013,41.872,-79.60297,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
919.17,12460,42.4069,-74.1528,277,1326492082,41.855776,-74.964042,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1062.95,68869,41.0233,-98.9041,2202,1326492085,41.942402,-98.005584,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
770.94,68869,41.0233,-98.9041,2202,1326493069,41.569284,-98.87645,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
728.77,16314,41.5205,-80.0573,5507,1326493498,41.250399,-79.519284,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25.27,36617,30.7145,-88.0918,270712,1326494151,31.146301,-89.003622,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
816.89,95148,37.3304,-121.7913,973849,1326495856,37.301768,-122.469759,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.18,36617,30.7145,-88.0918,270712,1326496228,30.209,-88.98198199999999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
976.64,12460,42.4069,-74.1528,277,1326496620,41.419539,-74.35322,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
510.59,68869,41.0233,-98.9041,2202,1326496658,41.213009,-98.097519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307.5,95148,37.3304,-121.7913,973849,1326497318,37.5925,-122.356511,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20.96,16314,41.5205,-80.0573,5507,1326497620,41.100634,-79.38016,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
224.94,36617,30.7145,-88.0918,270712,1326497960,30.344517,-88.770517,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
790.35,95148,37.3304,-121.7913,973849,1326498334,37.033841,-121.371988,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
870.97,12460,42.4069,-74.1528,277,1326498602,42.433841,-73.699107,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
916.87,12460,42.4069,-74.1528,277,1326498925,42.550435,-73.371565,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
714.88,12460,42.4069,-74.1528,277,1326498986,42.686461,-75.038985,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1065.43,68869,41.0233,-98.9041,2202,1326499050,41.880236,-98.612455,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
813.73,36617,30.7145,-88.0918,270712,1326500305,31.703636,-87.50784499999999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
417.97,11955,40.8095,-72.8229,3285,1326500556,41.530432,-72.937586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306.81,95148,37.3304,-121.7913,973849,1326500852,36.502259,-122.323669,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.57,95148,37.3304,-121.7913,973849,1326501421,36.860137,-122.217748,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
324.87,68881,41.4193,-99.3844,73,1326502012,41.603137,-99.129649,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
325.86,37754,36.115,-84.0438,4729,1326504716,35.825271,-84.886528,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16.44,68881,41.4193,-99.3844,73,1326505268,40.869894,-99.153196,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
277.53,95148,37.3304,-121.7913,973849,1326505375,36.59875,-121.38393700000002,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.56,11955,40.8095,-72.8229,3285,1326507199,40.813814,-73.4205,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
328.57,37754,36.115,-84.0438,4729,1326507549,35.281327000000005,-84.797388,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13.2,68881,41.4193,-99.3844,73,1326508028,42.024265,-98.441592,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377.28,36617,30.7145,-88.0918,270712,1326509030,30.707366,-88.776325,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.24,36617,30.7145,-88.0918,270712,1326509568,31.427686,-88.056135,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.54,11955,40.8095,-72.8229,3285,1326510493,40.784122,-72.888488,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
801.35,28314,35.0583,-79.008,238602,1326510840,35.860218,-78.037255,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
549.13,11955,40.8095,-72.8229,3285,1326511221,40.392225,-73.195537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.57,11955,40.8095,-72.8229,3285,1326511612,41.386059,-73.709579,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
746.43,28314,35.0583,-79.008,238602,1326512966,35.549423,-79.98615699999999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
747.46,36617,30.7145,-88.0918,270712,1326517371,31.460253,-89.039611,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
522.21,36617,30.7145,-88.0918,270712,1326527414,31.63293,-88.401395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.95,68881,41.4193,-99.3844,73,1326530665,40.701366,-98.890275,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.72,36617,30.7145,-88.0918,270712,1326531950,29.970693,-88.339839,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.25,95148,37.3304,-121.7913,973849,1326533436,37.259809,-121.89842,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
839.35,68881,41.4193,-99.3844,73,1326557746,42.337832,-99.34228,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.22,11955,40.8095,-72.8229,3285,1326572347,41.561246,-72.498305,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.47,11955,40.8095,-72.8229,3285,1326579043,40.207719,-72.448746,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1169.82,28314,35.0583,-79.008,238602,1326579824,35.849003,-78.63815600000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
690.81,28314,35.0583,-79.008,238602,1326579834,35.439158,-78.609636,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
969.64,95148,37.3304,-121.7913,973849,1326580117,36.709536,-122.649175,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
896.28,37754,36.115,-84.0438,4729,1326581669,36.450895,-84.73354599999999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
249.87,36617,30.7145,-88.0918,270712,1326581810,30.727198,-88.49914799999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
